Código,Descripción,state,year,USD
315,Fabricación de prendas de vestir,Veracruz de Ignacio de la Llave,2009,31666
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2007,19097
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2008,16897
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2009,14579
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2010,15531
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2011,19357
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2012,19240
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2013,20307
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2014,21903
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2015,23189
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2016,23317
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2017,22390
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Veracruz de Ignacio de la Llave,2018,21235
321,Industria de la madera,Veracruz de Ignacio de la Llave,2012,0
322,Industria del papel,Veracruz de Ignacio de la Llave,2007,25381
322,Industria del papel,Veracruz de Ignacio de la Llave,2008,31578
322,Industria del papel,Veracruz de Ignacio de la Llave,2009,16884
322,Industria del papel,Veracruz de Ignacio de la Llave,2010,15501
322,Industria del papel,Veracruz de Ignacio de la Llave,2011,21922
322,Industria del papel,Veracruz de Ignacio de la Llave,2012,18077
322,Industria del papel,Veracruz de Ignacio de la Llave,2013,23390
322,Industria del papel,Veracruz de Ignacio de la Llave,2014,14000
322,Industria del papel,Veracruz de Ignacio de la Llave,2015,10336
322,Industria del papel,Veracruz de Ignacio de la Llave,2016,12004
322,Industria del papel,Veracruz de Ignacio de la Llave,2017,21848
322,Industria del papel,Veracruz de Ignacio de la Llave,2018,16369
323,Impresión e industrias conexas,Veracruz de Ignacio de la Llave,2017,0
323,Impresión e industrias conexas,Veracruz de Ignacio de la Llave,2018,0
324,Fabricación de productos derivados del petróleo y del carbón,Veracruz de Ignacio de la Llave,2008,599575
325,Industria química,Veracruz de Ignacio de la Llave,2007,1418518
325,Industria química,Veracruz de Ignacio de la Llave,2008,1257446
325,Industria química,Veracruz de Ignacio de la Llave,2009,1165040
325,Industria química,Veracruz de Ignacio de la Llave,2010,1346364
325,Industria química,Veracruz de Ignacio de la Llave,2011,1775115
325,Industria química,Veracruz de Ignacio de la Llave,2012,1648638
325,Industria química,Veracruz de Ignacio de la Llave,2013,1771301
325,Industria química,Veracruz de Ignacio de la Llave,2014,1921840
325,Industria química,Veracruz de Ignacio de la Llave,2015,1660896
325,Industria química,Veracruz de Ignacio de la Llave,2016,1009503
325,Industria química,Veracruz de Ignacio de la Llave,2017,1341901
325,Industria química,Veracruz de Ignacio de la Llave,2018,1416675
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2007,33510
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2008,42287
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2009,38914
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2010,44704
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2011,60286
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2012,67300
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2013,58985
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2014,51357
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2015,51038
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2016,58682
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2017,63491
326,Industria del plástico y del hule,Veracruz de Ignacio de la Llave,2018,86031
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2007,26724
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2008,27931
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2009,25880
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2010,25209
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2011,35438
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2012,38280
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2013,45617
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2014,48289
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2015,35856
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2016,35752
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2017,41684
327,Fabricación de productos a base de minerales no metálicos,Veracruz de Ignacio de la Llave,2018,46269
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2007,1048536
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2008,1116028
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2009,832863
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2010,994753
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2011,1122008
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2012,1284524
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2013,1541597
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2014,1611026
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2015,1179545
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2016,1064028
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2017,1225656
331,Industrias metálicas básicas,Veracruz de Ignacio de la Llave,2018,1433665
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2007,33575
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2008,49106
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2009,31062
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2010,85017
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2011,49947
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2012,47224
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2013,55689
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2014,71832
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2015,72685
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2016,51422
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2017,121463
332,Fabricación de productos metálicos,Veracruz de Ignacio de la Llave,2018,159275
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2007,156018
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2008,139408
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2009,56278
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2010,99460
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2011,176395
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2012,203144
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2013,145498
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2014,138179
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2015,70186
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2016,42410
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2017,52944
333,Fabricación de maquinaria y equipo,Veracruz de Ignacio de la Llave,2018,76468
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Veracruz de Ignacio de la Llave,2018,4129
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2008,6391
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2012,2428
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2013,4260
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2014,1227
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2015,12589
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2016,31898
336,Fabricación de equipo de transporte,Veracruz de Ignacio de la Llave,2018,1854
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2007,338489
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2008,51980
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2009,447404
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2010,498535
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2011,482083
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2012,406501
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2013,532722
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2014,549400
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2015,265072
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2016,249783
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2017,252484
NA,Subsectores no especificados,Veracruz de Ignacio de la Llave,2018,197791
NA,Exportaciones totales,Yucatán,2007,1146549
NA,Exportaciones totales,Yucatán,2008,1089135
NA,Exportaciones totales,Yucatán,2009,1033444
NA,Exportaciones totales,Yucatán,2010,1200007
NA,Exportaciones totales,Yucatán,2011,1326400
NA,Exportaciones totales,Yucatán,2012,1328358
NA,Exportaciones totales,Yucatán,2013,1216999
NA,Exportaciones totales,Yucatán,2014,1422476
NA,Exportaciones totales,Yucatán,2015,1470940
NA,Exportaciones totales,Yucatán,2016,1262655
NA,Exportaciones totales,Yucatán,2017,962964
NA,Exportaciones totales,Yucatán,2018,1036948
311,Industria alimentaria,Yucatán,2007,65224
311,Industria alimentaria,Yucatán,2008,56813
311,Industria alimentaria,Yucatán,2009,57801
311,Industria alimentaria,Yucatán,2010,63593
311,Industria alimentaria,Yucatán,2011,83419
311,Industria alimentaria,Yucatán,2012,107538
311,Industria alimentaria,Yucatán,2013,65895
311,Industria alimentaria,Yucatán,2014,170744
311,Industria alimentaria,Yucatán,2015,177258
311,Industria alimentaria,Yucatán,2016,196157
311,Industria alimentaria,Yucatán,2017,56363
311,Industria alimentaria,Yucatán,2018,58979
312,Industria de las bebidas y el tabaco,Yucatán,2007,3005
312,Industria de las bebidas y el tabaco,Yucatán,2008,1639
312,Industria de las bebidas y el tabaco,Yucatán,2009,1618
312,Industria de las bebidas y el tabaco,Yucatán,2010,3682
312,Industria de las bebidas y el tabaco,Yucatán,2011,433
312,Industria de las bebidas y el tabaco,Yucatán,2014,589
312,Industria de las bebidas y el tabaco,Yucatán,2015,764
312,Industria de las bebidas y el tabaco,Yucatán,2016,407
312,Industria de las bebidas y el tabaco,Yucatán,2017,343
312,Industria de las bebidas y el tabaco,Yucatán,2018,4353
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2007,9370
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2008,11485
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2009,10242
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2010,10169
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2011,13140
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2012,4878
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2013,10904
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2014,12179
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2015,11166
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2016,8196
313,Fabricación de insumos textiles y acabado de textiles,Yucatán,2017,6755
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2007,32148
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2008,29803
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2009,16879
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2010,22856
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2011,23791
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2012,29624
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2013,31680
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2014,27294
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2015,38648
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2016,39074
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2017,32163
314,"Fabricación de productos textiles, excepto prendas de vestir",Yucatán,2018,28307
315,Fabricación de prendas de vestir,Yucatán,2007,420648
315,Fabricación de prendas de vestir,Yucatán,2008,391434
315,Fabricación de prendas de vestir,Yucatán,2009,308963
315,Fabricación de prendas de vestir,Yucatán,2010,295467
315,Fabricación de prendas de vestir,Yucatán,2011,319150
315,Fabricación de prendas de vestir,Yucatán,2012,307618
315,Fabricación de prendas de vestir,Yucatán,2013,315699
315,Fabricación de prendas de vestir,Yucatán,2014,310566
315,Fabricación de prendas de vestir,Yucatán,2015,312955
315,Fabricación de prendas de vestir,Yucatán,2016,287270
315,Fabricación de prendas de vestir,Yucatán,2017,266181
315,Fabricación de prendas de vestir,Yucatán,2018,291238
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Yucatán,2008,242
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Yucatán,2015,942
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Yucatán,2018,665
