Código,Descripción,state,year,USD
324,Fabricación de productos derivados del petróleo y del carbón,México,2012,10573
324,Fabricación de productos derivados del petróleo y del carbón,México,2013,32524
324,Fabricación de productos derivados del petróleo y del carbón,México,2014,14127
324,Fabricación de productos derivados del petróleo y del carbón,México,2015,18898
324,Fabricación de productos derivados del petróleo y del carbón,México,2016,29292
324,Fabricación de productos derivados del petróleo y del carbón,México,2017,21800
324,Fabricación de productos derivados del petróleo y del carbón,México,2018,22347
325,Industria química,México,2007,1029727
325,Industria química,México,2008,1111011
325,Industria química,México,2009,1071749
325,Industria química,México,2010,1256063
325,Industria química,México,2011,1538925
325,Industria química,México,2012,1732104
325,Industria química,México,2013,1891735
325,Industria química,México,2014,2099938
325,Industria química,México,2015,2197317
325,Industria química,México,2016,1782313
325,Industria química,México,2017,1627646
325,Industria química,México,2018,1719369
326,Industria del plástico y del hule,México,2007,439281
326,Industria del plástico y del hule,México,2008,476366
326,Industria del plástico y del hule,México,2009,378939
326,Industria del plástico y del hule,México,2010,500351
326,Industria del plástico y del hule,México,2011,551502
326,Industria del plástico y del hule,México,2012,618883
326,Industria del plástico y del hule,México,2013,707145
326,Industria del plástico y del hule,México,2014,718337
326,Industria del plástico y del hule,México,2015,711385
326,Industria del plástico y del hule,México,2016,670558
326,Industria del plástico y del hule,México,2017,596841
326,Industria del plástico y del hule,México,2018,635470
327,Fabricación de productos a base de minerales no metálicos,México,2007,157565
327,Fabricación de productos a base de minerales no metálicos,México,2008,326030
327,Fabricación de productos a base de minerales no metálicos,México,2009,335891
327,Fabricación de productos a base de minerales no metálicos,México,2010,373680
327,Fabricación de productos a base de minerales no metálicos,México,2011,379476
327,Fabricación de productos a base de minerales no metálicos,México,2012,394810
327,Fabricación de productos a base de minerales no metálicos,México,2013,330668
327,Fabricación de productos a base de minerales no metálicos,México,2014,518804
327,Fabricación de productos a base de minerales no metálicos,México,2015,325832
327,Fabricación de productos a base de minerales no metálicos,México,2016,294083
327,Fabricación de productos a base de minerales no metálicos,México,2017,252307
327,Fabricación de productos a base de minerales no metálicos,México,2018,259458
331,Industrias metálicas básicas,México,2007,435988
331,Industrias metálicas básicas,México,2008,339654
331,Industrias metálicas básicas,México,2009,204620
331,Industrias metálicas básicas,México,2010,259381
331,Industrias metálicas básicas,México,2011,358192
331,Industrias metálicas básicas,México,2012,352225
331,Industrias metálicas básicas,México,2013,339614
331,Industrias metálicas básicas,México,2014,302416
331,Industrias metálicas básicas,México,2015,251881
331,Industrias metálicas básicas,México,2016,165170
331,Industrias metálicas básicas,México,2017,217291
331,Industrias metálicas básicas,México,2018,181805
332,Fabricación de productos metálicos,México,2007,385010
332,Fabricación de productos metálicos,México,2008,535981
332,Fabricación de productos metálicos,México,2009,397343
332,Fabricación de productos metálicos,México,2010,420640
332,Fabricación de productos metálicos,México,2011,523571
332,Fabricación de productos metálicos,México,2012,598713
332,Fabricación de productos metálicos,México,2013,614252
332,Fabricación de productos metálicos,México,2014,643342
332,Fabricación de productos metálicos,México,2015,900477
332,Fabricación de productos metálicos,México,2016,916093
332,Fabricación de productos metálicos,México,2017,615057
332,Fabricación de productos metálicos,México,2018,660833
333,Fabricación de maquinaria y equipo,México,2007,279968
333,Fabricación de maquinaria y equipo,México,2008,329620
333,Fabricación de maquinaria y equipo,México,2009,218065
333,Fabricación de maquinaria y equipo,México,2010,193288
333,Fabricación de maquinaria y equipo,México,2011,283617
333,Fabricación de maquinaria y equipo,México,2012,323364
333,Fabricación de maquinaria y equipo,México,2013,280163
333,Fabricación de maquinaria y equipo,México,2014,281751
333,Fabricación de maquinaria y equipo,México,2015,351581
333,Fabricación de maquinaria y equipo,México,2016,284152
333,Fabricación de maquinaria y equipo,México,2017,232391
333,Fabricación de maquinaria y equipo,México,2018,272399
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2007,257440
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2008,238155
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2009,154000
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2010,138612
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2011,164050
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2012,115505
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2013,90316
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2014,101546
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2015,96800
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2016,93133
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2017,84443
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",México,2018,88707
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2007,360523
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2008,378678
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2009,227905
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2010,211996
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2011,269896
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2012,268560
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2013,252887
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2014,415231
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2015,306514
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2016,285675
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2017,241565
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",México,2018,271736
336,Fabricación de equipo de transporte,México,2007,3942245
336,Fabricación de equipo de transporte,México,2008,4591014
336,Fabricación de equipo de transporte,México,2009,3262164
336,Fabricación de equipo de transporte,México,2010,5855776
336,Fabricación de equipo de transporte,México,2011,8385919
336,Fabricación de equipo de transporte,México,2012,9025728
336,Fabricación de equipo de transporte,México,2013,9728534
336,Fabricación de equipo de transporte,México,2014,13559116
336,Fabricación de equipo de transporte,México,2015,12261395
336,Fabricación de equipo de transporte,México,2016,9220134
336,Fabricación de equipo de transporte,México,2017,12513881
336,Fabricación de equipo de transporte,México,2018,13874804
337,"Fabricación de muebles, colchones y persianas",México,2007,43031
337,"Fabricación de muebles, colchones y persianas",México,2008,44489
337,"Fabricación de muebles, colchones y persianas",México,2009,37430
337,"Fabricación de muebles, colchones y persianas",México,2010,45739
337,"Fabricación de muebles, colchones y persianas",México,2011,41324
337,"Fabricación de muebles, colchones y persianas",México,2012,46048
337,"Fabricación de muebles, colchones y persianas",México,2013,41622
337,"Fabricación de muebles, colchones y persianas",México,2014,46892
337,"Fabricación de muebles, colchones y persianas",México,2015,37207
337,"Fabricación de muebles, colchones y persianas",México,2016,31437
337,"Fabricación de muebles, colchones y persianas",México,2017,31587
337,"Fabricación de muebles, colchones y persianas",México,2018,25859
339,Otras industrias manufactureras,México,2007,223923
339,Otras industrias manufactureras,México,2008,269704
339,Otras industrias manufactureras,México,2009,314949
339,Otras industrias manufactureras,México,2010,424874
339,Otras industrias manufactureras,México,2011,2076156
339,Otras industrias manufactureras,México,2012,2118300
339,Otras industrias manufactureras,México,2013,2406477
339,Otras industrias manufactureras,México,2014,2364196
339,Otras industrias manufactureras,México,2015,2259574
339,Otras industrias manufactureras,México,2016,1995712
339,Otras industrias manufactureras,México,2017,587829
339,Otras industrias manufactureras,México,2018,608140
NA,Subsectores no especificados,México,2007,72591
NA,Subsectores no especificados,México,2008,47444
NA,Subsectores no especificados,México,2009,33055
NA,Subsectores no especificados,México,2010,46555
NA,Subsectores no especificados,México,2011,79282
NA,Subsectores no especificados,México,2012,137237
NA,Subsectores no especificados,México,2013,100561
NA,Subsectores no especificados,México,2014,49324
NA,Subsectores no especificados,México,2015,90286
NA,Subsectores no especificados,México,2016,86475
NA,Subsectores no especificados,México,2017,122643
NA,Subsectores no especificados,México,2018,97591
NA,Exportaciones totales,Michoacán de Ocampo,2007,357291
NA,Exportaciones totales,Michoacán de Ocampo,2008,1099715
NA,Exportaciones totales,Michoacán de Ocampo,2009,805947
NA,Exportaciones totales,Michoacán de Ocampo,2010,1180681
NA,Exportaciones totales,Michoacán de Ocampo,2011,1142307
NA,Exportaciones totales,Michoacán de Ocampo,2012,1251984
NA,Exportaciones totales,Michoacán de Ocampo,2013,1534102
NA,Exportaciones totales,Michoacán de Ocampo,2014,1099319
NA,Exportaciones totales,Michoacán de Ocampo,2015,822901
NA,Exportaciones totales,Michoacán de Ocampo,2016,979214
NA,Exportaciones totales,Michoacán de Ocampo,2017,1272574
NA,Exportaciones totales,Michoacán de Ocampo,2018,1865362
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2008,2097
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2011,8169
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2012,67664
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2013,125674
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2014,266568
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2015,125611
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Michoacán de Ocampo,2016,288581
311,Industria alimentaria,Michoacán de Ocampo,2007,108819
311,Industria alimentaria,Michoacán de Ocampo,2008,141307
311,Industria alimentaria,Michoacán de Ocampo,2009,151500
311,Industria alimentaria,Michoacán de Ocampo,2010,170352
311,Industria alimentaria,Michoacán de Ocampo,2011,185540
311,Industria alimentaria,Michoacán de Ocampo,2012,221095
311,Industria alimentaria,Michoacán de Ocampo,2013,185135
311,Industria alimentaria,Michoacán de Ocampo,2014,251355
311,Industria alimentaria,Michoacán de Ocampo,2015,316120
311,Industria alimentaria,Michoacán de Ocampo,2016,291059
311,Industria alimentaria,Michoacán de Ocampo,2017,343016
311,Industria alimentaria,Michoacán de Ocampo,2018,344095
312,Industria de las bebidas y el tabaco,Michoacán de Ocampo,2011,0
312,Industria de las bebidas y el tabaco,Michoacán de Ocampo,2013,0
312,Industria de las bebidas y el tabaco,Michoacán de Ocampo,2016,2220
312,Industria de las bebidas y el tabaco,Michoacán de Ocampo,2017,181
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2007,90
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2008,132
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2009,189
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2010,749
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2011,8
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2012,694
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2014,2377
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2016,993
314,"Fabricación de productos textiles, excepto prendas de vestir",Michoacán de Ocampo,2017,1881
315,Fabricación de prendas de vestir,Michoacán de Ocampo,2011,4216
315,Fabricación de prendas de vestir,Michoacán de Ocampo,2013,3829
315,Fabricación de prendas de vestir,Michoacán de Ocampo,2017,3150
315,Fabricación de prendas de vestir,Michoacán de Ocampo,2018,3435
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Michoacán de Ocampo,2009,0
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Michoacán de Ocampo,2012,0
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Michoacán de Ocampo,2015,0
321,Industria de la madera,Michoacán de Ocampo,2008,4653
321,Industria de la madera,Michoacán de Ocampo,2009,3124
322,Industria del papel,Michoacán de Ocampo,2007,17873
322,Industria del papel,Michoacán de Ocampo,2008,19379
322,Industria del papel,Michoacán de Ocampo,2009,15718
322,Industria del papel,Michoacán de Ocampo,2010,8331
322,Industria del papel,Michoacán de Ocampo,2011,10191
322,Industria del papel,Michoacán de Ocampo,2012,5262
322,Industria del papel,Michoacán de Ocampo,2013,3542
322,Industria del papel,Michoacán de Ocampo,2014,2796
322,Industria del papel,Michoacán de Ocampo,2015,2933
322,Industria del papel,Michoacán de Ocampo,2016,2630
322,Industria del papel,Michoacán de Ocampo,2017,11550
322,Industria del papel,Michoacán de Ocampo,2018,16509
325,Industria química,Michoacán de Ocampo,2007,24256
325,Industria química,Michoacán de Ocampo,2008,421472
325,Industria química,Michoacán de Ocampo,2009,191454
325,Industria química,Michoacán de Ocampo,2010,172476
325,Industria química,Michoacán de Ocampo,2011,44742
325,Industria química,Michoacán de Ocampo,2012,43691
325,Industria química,Michoacán de Ocampo,2013,40600
325,Industria química,Michoacán de Ocampo,2014,62242
325,Industria química,Michoacán de Ocampo,2015,48797
325,Industria química,Michoacán de Ocampo,2016,154912
325,Industria química,Michoacán de Ocampo,2017,212049
325,Industria química,Michoacán de Ocampo,2018,300586
326,Industria del plástico y del hule,Michoacán de Ocampo,2007,61820
326,Industria del plástico y del hule,Michoacán de Ocampo,2008,86258
326,Industria del plástico y del hule,Michoacán de Ocampo,2009,76950
326,Industria del plástico y del hule,Michoacán de Ocampo,2010,110725
326,Industria del plástico y del hule,Michoacán de Ocampo,2011,128613
326,Industria del plástico y del hule,Michoacán de Ocampo,2012,138032
326,Industria del plástico y del hule,Michoacán de Ocampo,2013,147633
326,Industria del plástico y del hule,Michoacán de Ocampo,2014,164144
326,Industria del plástico y del hule,Michoacán de Ocampo,2015,146424
326,Industria del plástico y del hule,Michoacán de Ocampo,2016,141562
326,Industria del plástico y del hule,Michoacán de Ocampo,2017,122642
326,Industria del plástico y del hule,Michoacán de Ocampo,2018,43242
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2007,953
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2008,1065
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2009,449
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2012,885
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2013,915
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2014,736
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2015,492
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2016,466
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2017,632
327,Fabricación de productos a base de minerales no metálicos,Michoacán de Ocampo,2018,588
331,Industrias metálicas básicas,Michoacán de Ocampo,2007,115216
331,Industrias metálicas básicas,Michoacán de Ocampo,2008,400962
331,Industrias metálicas básicas,Michoacán de Ocampo,2009,287813
331,Industrias metálicas básicas,Michoacán de Ocampo,2010,591713
331,Industrias metálicas básicas,Michoacán de Ocampo,2012,632358
331,Industrias metálicas básicas,Michoacán de Ocampo,2013,875992
331,Industrias metálicas básicas,Michoacán de Ocampo,2014,191608
331,Industrias metálicas básicas,Michoacán de Ocampo,2017,11214
333,Fabricación de maquinaria y equipo,Michoacán de Ocampo,2009,2160
333,Fabricación de maquinaria y equipo,Michoacán de Ocampo,2010,1825
333,Fabricación de maquinaria y equipo,Michoacán de Ocampo,2011,1623
333,Fabricación de maquinaria y equipo,Michoacán de Ocampo,2012,1922
333,Fabricación de maquinaria y equipo,Michoacán de Ocampo,2013,1240
337,"Fabricación de muebles, colchones y persianas",Michoacán de Ocampo,2011,0
337,"Fabricación de muebles, colchones y persianas",Michoacán de Ocampo,2013,0
337,"Fabricación de muebles, colchones y persianas",Michoacán de Ocampo,2014,0
337,"Fabricación de muebles, colchones y persianas",Michoacán de Ocampo,2015,0
337,"Fabricación de muebles, colchones y persianas",Michoacán de Ocampo,2016,0
339,Otras industrias manufactureras,Michoacán de Ocampo,2016,0
NA,Subsectores no especificados,Michoacán de Ocampo,2007,28264
NA,Subsectores no especificados,Michoacán de Ocampo,2008,22392
NA,Subsectores no especificados,Michoacán de Ocampo,2009,76590
NA,Subsectores no especificados,Michoacán de Ocampo,2010,124510
NA,Subsectores no especificados,Michoacán de Ocampo,2011,759205
NA,Subsectores no especificados,Michoacán de Ocampo,2012,140381
NA,Subsectores no especificados,Michoacán de Ocampo,2013,149542
NA,Subsectores no especificados,Michoacán de Ocampo,2014,157492
NA,Subsectores no especificados,Michoacán de Ocampo,2015,182524
NA,Subsectores no especificados,Michoacán de Ocampo,2016,96791
NA,Subsectores no especificados,Michoacán de Ocampo,2017,566259
NA,Subsectores no especificados,Michoacán de Ocampo,2018,1156907
NA,Exportaciones totales,Morelos,2007,2044922
NA,Exportaciones totales,Morelos,2008,1950867
NA,Exportaciones totales,Morelos,2009,1562214
NA,Exportaciones totales,Morelos,2010,2101613
NA,Exportaciones totales,Morelos,2011,3141479
NA,Exportaciones totales,Morelos,2012,4120010
NA,Exportaciones totales,Morelos,2013,4207055
NA,Exportaciones totales,Morelos,2014,3791586
NA,Exportaciones totales,Morelos,2015,3402757
NA,Exportaciones totales,Morelos,2016,3787522
NA,Exportaciones totales,Morelos,2017,3490782
NA,Exportaciones totales,Morelos,2018,3796368
311,Industria alimentaria,Morelos,2007,13209
311,Industria alimentaria,Morelos,2008,43605
311,Industria alimentaria,Morelos,2009,41810
311,Industria alimentaria,Morelos,2010,47982
311,Industria alimentaria,Morelos,2011,64350
311,Industria alimentaria,Morelos,2012,69744
311,Industria alimentaria,Morelos,2013,75876
311,Industria alimentaria,Morelos,2014,76466
311,Industria alimentaria,Morelos,2015,71230
311,Industria alimentaria,Morelos,2016,76789
311,Industria alimentaria,Morelos,2017,87691
311,Industria alimentaria,Morelos,2018,84126
312,Industria de las bebidas y el tabaco,Morelos,2009,0
312,Industria de las bebidas y el tabaco,Morelos,2012,0
312,Industria de las bebidas y el tabaco,Morelos,2015,0
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2007,39634
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2008,43109
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2009,29235
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2010,36186
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2011,51077
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2012,41046
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2013,39862
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2014,42157
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2015,46393
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2016,52544
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2017,40610
313,Fabricación de insumos textiles y acabado de textiles,Morelos,2018,53350
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2007,211
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2008,153
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2009,115
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2010,66
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2011,0
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2012,0
314,"Fabricación de productos textiles, excepto prendas de vestir",Morelos,2013,0
315,Fabricación de prendas de vestir,Morelos,2007,29563
315,Fabricación de prendas de vestir,Morelos,2008,32801
315,Fabricación de prendas de vestir,Morelos,2011,35230
315,Fabricación de prendas de vestir,Morelos,2012,33293
315,Fabricación de prendas de vestir,Morelos,2013,33382
315,Fabricación de prendas de vestir,Morelos,2014,33338
315,Fabricación de prendas de vestir,Morelos,2015,28500
315,Fabricación de prendas de vestir,Morelos,2017,26939
315,Fabricación de prendas de vestir,Morelos,2018,13512
322,Industria del papel,Morelos,2007,3314
322,Industria del papel,Morelos,2008,3784
322,Industria del papel,Morelos,2009,3549
322,Industria del papel,Morelos,2010,3644
322,Industria del papel,Morelos,2011,4122
322,Industria del papel,Morelos,2012,4972
322,Industria del papel,Morelos,2013,5834
322,Industria del papel,Morelos,2014,5943
322,Industria del papel,Morelos,2015,5741
322,Industria del papel,Morelos,2016,5536
322,Industria del papel,Morelos,2017,5261
322,Industria del papel,Morelos,2018,6050
325,Industria química,Morelos,2007,132197
325,Industria química,Morelos,2008,148894
325,Industria química,Morelos,2009,207509
325,Industria química,Morelos,2010,187799
325,Industria química,Morelos,2011,202947
325,Industria química,Morelos,2012,218263
325,Industria química,Morelos,2013,174551
325,Industria química,Morelos,2014,163338
325,Industria química,Morelos,2015,198538
325,Industria química,Morelos,2016,190997
325,Industria química,Morelos,2017,251533
325,Industria química,Morelos,2018,307187
326,Industria del plástico y del hule,Morelos,2007,70985
326,Industria del plástico y del hule,Morelos,2008,76375
326,Industria del plástico y del hule,Morelos,2009,72713
326,Industria del plástico y del hule,Morelos,2010,112370
326,Industria del plástico y del hule,Morelos,2011,158464
326,Industria del plástico y del hule,Morelos,2012,171163
326,Industria del plástico y del hule,Morelos,2013,179008
326,Industria del plástico y del hule,Morelos,2014,187601
326,Industria del plástico y del hule,Morelos,2015,180029
326,Industria del plástico y del hule,Morelos,2016,203723
326,Industria del plástico y del hule,Morelos,2017,202652
326,Industria del plástico y del hule,Morelos,2018,205930
327,Fabricación de productos a base de minerales no metálicos,Morelos,2007,53810
327,Fabricación de productos a base de minerales no metálicos,Morelos,2008,104486
327,Fabricación de productos a base de minerales no metálicos,Morelos,2009,59471
327,Fabricación de productos a base de minerales no metálicos,Morelos,2010,93118
327,Fabricación de productos a base de minerales no metálicos,Morelos,2011,108887
327,Fabricación de productos a base de minerales no metálicos,Morelos,2012,107967
327,Fabricación de productos a base de minerales no metálicos,Morelos,2013,90782
327,Fabricación de productos a base de minerales no metálicos,Morelos,2014,81290
327,Fabricación de productos a base de minerales no metálicos,Morelos,2015,84236
327,Fabricación de productos a base de minerales no metálicos,Morelos,2016,83716
327,Fabricación de productos a base de minerales no metálicos,Morelos,2017,90183
327,Fabricación de productos a base de minerales no metálicos,Morelos,2018,171161
332,Fabricación de productos metálicos,Morelos,2007,7489
332,Fabricación de productos metálicos,Morelos,2008,9352
332,Fabricación de productos metálicos,Morelos,2009,19520
332,Fabricación de productos metálicos,Morelos,2010,19631
332,Fabricación de productos metálicos,Morelos,2011,19524
332,Fabricación de productos metálicos,Morelos,2012,24005
332,Fabricación de productos metálicos,Morelos,2013,25647
332,Fabricación de productos metálicos,Morelos,2014,32522
332,Fabricación de productos metálicos,Morelos,2015,31201
332,Fabricación de productos metálicos,Morelos,2016,37476
332,Fabricación de productos metálicos,Morelos,2017,26606
332,Fabricación de productos metálicos,Morelos,2018,28935
333,Fabricación de maquinaria y equipo,Morelos,2007,9423
333,Fabricación de maquinaria y equipo,Morelos,2008,10202
333,Fabricación de maquinaria y equipo,Morelos,2010,12569
333,Fabricación de maquinaria y equipo,Morelos,2011,14714
333,Fabricación de maquinaria y equipo,Morelos,2012,15439
333,Fabricación de maquinaria y equipo,Morelos,2013,18191
333,Fabricación de maquinaria y equipo,Morelos,2014,20334
333,Fabricación de maquinaria y equipo,Morelos,2015,19576
333,Fabricación de maquinaria y equipo,Morelos,2016,22932
333,Fabricación de maquinaria y equipo,Morelos,2017,17547
333,Fabricación de maquinaria y equipo,Morelos,2018,18675
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Morelos,2007,145473
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Morelos,2008,44534
336,Fabricación de equipo de transporte,Morelos,2007,1521198
336,Fabricación de equipo de transporte,Morelos,2008,1412424
336,Fabricación de equipo de transporte,Morelos,2009,1065135
336,Fabricación de equipo de transporte,Morelos,2010,1520439
336,Fabricación de equipo de transporte,Morelos,2011,2364976
336,Fabricación de equipo de transporte,Morelos,2012,3328746
336,Fabricación de equipo de transporte,Morelos,2013,3455631
336,Fabricación de equipo de transporte,Morelos,2014,3050450
336,Fabricación de equipo de transporte,Morelos,2015,2614329
336,Fabricación de equipo de transporte,Morelos,2016,2975693
336,Fabricación de equipo de transporte,Morelos,2017,2643155
336,Fabricación de equipo de transporte,Morelos,2018,2809851
339,Otras industrias manufactureras,Morelos,2007,8602
339,Otras industrias manufactureras,Morelos,2008,11465
339,Otras industrias manufactureras,Morelos,2009,10224
339,Otras industrias manufactureras,Morelos,2010,14856
339,Otras industrias manufactureras,Morelos,2011,16858
339,Otras industrias manufactureras,Morelos,2012,15815
339,Otras industrias manufactureras,Morelos,2013,22959
339,Otras industrias manufactureras,Morelos,2014,21820
339,Otras industrias manufactureras,Morelos,2015,22674
339,Otras industrias manufactureras,Morelos,2016,21577
339,Otras industrias manufactureras,Morelos,2017,27768
339,Otras industrias manufactureras,Morelos,2018,24717
NA,Subsectores no especificados,Morelos,2007,9815
NA,Subsectores no especificados,Morelos,2008,9684
NA,Subsectores no especificados,Morelos,2009,52933
NA,Subsectores no especificados,Morelos,2010,52953
NA,Subsectores no especificados,Morelos,2011,100331
NA,Subsectores no especificados,Morelos,2012,89558
NA,Subsectores no especificados,Morelos,2013,85332
NA,Subsectores no especificados,Morelos,2014,76327
NA,Subsectores no especificados,Morelos,2015,100311
NA,Subsectores no especificados,Morelos,2016,116538
NA,Subsectores no especificados,Morelos,2017,70836
NA,Subsectores no especificados,Morelos,2018,72875
NA,Exportaciones totales,Nayarit,2007,37114
NA,Exportaciones totales,Nayarit,2008,39903
NA,Exportaciones totales,Nayarit,2009,57563
NA,Exportaciones totales,Nayarit,2010,63366
NA,Exportaciones totales,Nayarit,2011,101538
NA,Exportaciones totales,Nayarit,2012,96988
NA,Exportaciones totales,Nayarit,2013,109407
NA,Exportaciones totales,Nayarit,2014,112608
NA,Exportaciones totales,Nayarit,2015,101253
NA,Exportaciones totales,Nayarit,2016,166361
NA,Exportaciones totales,Nayarit,2017,124554
NA,Exportaciones totales,Nayarit,2018,135733
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nayarit,2013,0
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nayarit,2014,0
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nayarit,2017,0
311,Industria alimentaria,Nayarit,2008,20403
311,Industria alimentaria,Nayarit,2009,38863
311,Industria alimentaria,Nayarit,2010,42965
311,Industria alimentaria,Nayarit,2011,75493
311,Industria alimentaria,Nayarit,2012,69934
311,Industria alimentaria,Nayarit,2013,81813
311,Industria alimentaria,Nayarit,2014,87280
311,Industria alimentaria,Nayarit,2015,83469
311,Industria alimentaria,Nayarit,2016,84399
311,Industria alimentaria,Nayarit,2017,54229
311,Industria alimentaria,Nayarit,2018,53386
312,Industria de las bebidas y el tabaco,Nayarit,2007,22054
312,Industria de las bebidas y el tabaco,Nayarit,2010,20140
312,Industria de las bebidas y el tabaco,Nayarit,2012,27033
312,Industria de las bebidas y el tabaco,Nayarit,2013,27029
312,Industria de las bebidas y el tabaco,Nayarit,2014,25058
312,Industria de las bebidas y el tabaco,Nayarit,2015,15700
327,Fabricación de productos a base de minerales no metálicos,Nayarit,2015,1
327,Fabricación de productos a base de minerales no metálicos,Nayarit,2016,68
336,Fabricación de equipo de transporte,Nayarit,2017,59799
